,metrics,mean,std
0,AUPR,0.3404603465448723,0.010711090922554402
1,AUROC,0.510299460035251,0.011537766681599396
2,Accuracy,0.6589155566632634,0.004976704743949526
3,F1 score,0.0021526256390641384,0.0034597849710086975
4,Precision,0.10902357526656904,0.14149577863230317
5,Recall,0.001094361741768274,0.0017647314210441501
