,metrics,mean,std
0,AUPR,0.3417250757457826,0.009002104161432331
1,AUROC,0.5114843613188391,0.011099187023518746
2,Accuracy,0.6591261905405571,0.004660895767090621
3,F1 score,0.001855303685981478,0.0033794908029546994
4,Precision,0.10142724513013737,0.14655074740008084
5,Recall,0.0009427718514142078,0.0017215526469554607
