,metrics,mean,std
0,AUPR,0.9999366940037421,4.847151531361713e-05
1,AUROC,0.9446423508013204,0.0409973121047393
2,Accuracy,0.9986953830919669,0.0003694695728463195
3,F1 score,0.9993472332695479,0.00018502302203855626
4,Precision,0.9989352560069665,3.936848748670473e-07
5,Recall,0.9997596153846153,0.0003698632879442668
