,metrics,mean,std
0,AUPR,0.999949683846884,4.065177969931742e-05
1,AUROC,0.9566053565321477,0.035227265586307906
2,Accuracy,0.9987554512764275,0.00026157723914118746
3,F1 score,0.9993773244593005,0.00013097363335288394
4,Precision,0.998903206657402,2.870353830469918e-07
5,Recall,0.9998519199346406,0.00026186440778104537
