,metrics,mean,std
0,AUPR,0.9999449814942123,4.2179056435355606e-05
1,AUROC,0.9528981150963292,0.03431165297171463
2,Accuracy,0.9984277371145852,0.0013161121545981907
3,F1 score,0.9992127963281963,0.0006608559752553651
4,Precision,0.9989143695293159,5.0132834616107854e-05
5,Recall,0.9995123570261437,0.0013673801078785497
