,metrics,mean,std
0,AUPR,0.9999397172698938,4.466311988121037e-05
1,AUROC,0.9473400355937518,0.0374924201890216
2,Accuracy,0.998699509015142,0.0003492031399567388
3,F1 score,0.9993493028979861,0.00017486789017265512
4,Precision,0.998935260417977,3.7206418785449124e-07
5,Recall,0.9997637457044674,0.00034957525868736463
