,metrics,mean,std
0,AUPR,0.9999357533225479,5.2305941057228286e-05
1,AUROC,0.9455547777492781,0.04197584239985864
2,Accuracy,0.9986712912193006,0.0004235946255358809
3,F1 score,0.9993351634815271,0.00021215809985386047
4,Precision,0.9989031142125142,4.6508939020325165e-07
5,Recall,0.9997676674836601,0.0004240596625277943
