,metrics,mean,std
0,AUPR,0.9999441625650343,4.379255396297139e-05
1,AUROC,0.952375277872777,0.03520645990954962
2,Accuracy,0.9983440021082519,0.001516228161304293
3,F1 score,0.9991707220367166,0.0007613532227090902
4,Precision,0.9989181184667573,5.788478824753276e-05
5,Recall,0.9994247004357298,0.0015756685256904943
